"month","day","week","observer","transect","quadrat","location_m","side","num_units","floral_unit","unit_size","cover_pct","colour","family","genus","species","infraspecies","origin","nectar","area_cm_2","notes","lookup_helper"
6,23,3,"Phoebe","OKF",5,485,"R",12,"infl","small",1,"white","Caryophyllaceae","Silene","vulgaris",NA,"Non-native",NA,NA,NA,"Silene vulgaris NA"
6,23,3,"Phoebe","JMS",1,19,"L",6,"infl","small",1,"yellow","Brassicaceae","Sisymbrium","loeselii",NA,"Non-native",NA,NA,NA,"Sisymbrium loeselii NA"
6,23,3,"Phoebe","JMS",2,135,"L",8,"infl","large",2,"pink","Apocynaceae","Asclepias","speciosa",NA,"Native",NA,NA,NA,"Asclepias speciosa NA"
6,23,3,"Phoebe","JMS",3,205,"R",401,"infl","small",5,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,"Knapweed in quadrat all dry/not in bloom","Medicago sativa NA"
6,23,3,"Phoebe","JMS",4,394,"L",4,"infl","large",1,"pink","Apocynaceae","Asclepias","speciosa",NA,"Native",NA,NA,"Bladder campion in quadrat all dry/not in bloom","Asclepias speciosa NA"
6,23,3,"Phoebe","JMS",4,394,"L",292,"infl","small",4,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,23,3,"Phoebe","JMS",5,409,"L",15,"infl","medium",1,"yellow","Brassicaceae","Sisymbrium","loeselii",NA,"Non-native",NA,NA,NA,"Sisymbrium loeselii NA"
6,24,3,"Phoebe","UBC",1,53,"L",20,"infl","small",1,"pink","Apocynaceae","Apocynum","androsaemifolium",NA,"Native",NA,NA,NA,"Apocynum androsaemifolium NA"
6,24,3,"Phoebe","UBC",1,53,"L",3,"infl","small",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,24,3,"Phoebe","UBC",2,124,"R",7,"infl","medium",1,"pink","Apocynaceae","Apocynum","androsaemifolium",NA,"Native",NA,NA,NA,"Apocynum androsaemifolium NA"
6,24,3,"Phoebe","UBC",3,286,"L",1,"stm","small",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,24,3,"Phoebe","UBC",3,286,"L",1,"head","small",1,"purple","Asteraceae","Erigeron","divergens",NA,"Native",NA,NA,"Freya made colour purple","Erigeron divergens NA"
6,24,3,"Phoebe","UBC",4,339,"L",3,"head","medium",2,"yellow","Asteraceae","Gaillardia","aristata",NA,"Native",NA,NA,NA,"Gaillardia aristata NA"
6,24,3,"Phoebe","UBC",5,473,"L",15,"head","small",1,"yellow","Asteraceae","Hieracium","scouleri",NA,"Native",NA,NA,NA,"Hieracium scouleri NA"
6,24,3,"Phoebe","KMP",1,53,"L",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
6,24,3,"Phoebe","KMP",2,180,"R",1,"stm","large",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,24,3,"Phoebe","KMP",3,236,"L",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
6,24,3,"Phoebe","KMP",4,340,"L",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
6,24,3,"Phoebe","KMP",5,420,"R",61,"infl","medium",2,"white","Brassicaceae","Berteroa","incana",NA,"Non-native",NA,NA,NA,"Berteroa incana NA"
6,24,3,"Phoebe","KMP",5,420,"R",24,"infl","medium",1,"white","Fabaceae","Melilotus","albus",NA,"Non-native",NA,NA,NA,"Melilotus albus NA"
6,24,3,"Phoebe","KMP",5,420,"R",6,"infl","small",2,"purple","Boraginaceae","Anchusa","officinalis",NA,"Non-native",NA,NA,"Update freyas nectaring sheet if not Anchusa officinalis","Anchusa officinalis NA"
6,24,3,"Phoebe","RRP",1,7,"R",1,"stm","large",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,24,3,"Phoebe","RRP",2,173,"L",1,"stm","medium",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,24,3,"Phoebe","RRP",3,232,"R",5,"infl","small",1,"pink","Apocynaceae","Apocynum","androsaemifolium",NA,"Native",NA,NA,NA,"Apocynum androsaemifolium NA"
6,24,3,"Phoebe","RRP",4,371,"L",3,"stm","large",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,24,3,"Phoebe","RRP",5,427,"L",13,"stm","large",2,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,24,3,"Phoebe","PML",1,73,"L",26,"head","medium",1,"yellow","Asteraceae","Heterotheca",NA,NA,"Native",NA,NA,"Taxonomy","Heterotheca NA NA"
6,24,3,"Phoebe","PML",1,73,"L",33,"infl","medium",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,24,3,"Phoebe","PML",2,198,"L",216,"infl","medium",4,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,24,3,"Phoebe","PML",2,198,"L",32,"infl","small",1,"yellow","Brassicaceae","Sisymbrium","altissimum",NA,"Non-native",NA,NA,NA,"Sisymbrium altissimum NA"
6,24,3,"Phoebe","PML",3,205,"L",447,"infl","medium",9,"purple, blue","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,24,3,"Phoebe","PML",3,205,"L",15,"infl","medium",1,"yellow","Brassicaceae","Sisymbrium","loeselii",NA,"Non-native",NA,NA,NA,"Sisymbrium loeselii NA"
6,24,3,"Phoebe","PML",3,205,"L",6,"stm","large",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,24,3,"Phoebe","PML",4,358,"R",61,"infl","medium",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,24,3,"Phoebe","PML",5,452,"L",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
6,25,3,"Phoebe","OHR",1,41,"L",147,"infl","medium",1,"white, purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,25,3,"Phoebe","OHR",1,41,"L",11,"flr","small",1,"yellow","Rosaceae","Potentilla","argentea",NA,"Non-native",NA,NA,NA,"Potentilla argentea NA"
6,25,3,"Phoebe","OHR",2,124,"L",64,"infl","medium",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,25,3,"Phoebe","OHR",2,124,"L",62,"head","medium",1,"yellow","Asteraceae","Heterotheca",NA,NA,"Native",NA,NA,"Taxonomy","Heterotheca NA NA"
6,25,3,"Phoebe","OHR",3,203,"L",177,"infl","medium",2,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,25,3,"Phoebe","OHR",3,203,"L",58,"head","small",1,"yellow","Asteraceae","Heterotheca",NA,NA,"Native",NA,NA,"Taxonomy","Heterotheca NA NA"
6,25,3,"Phoebe","OHR",3,203,"L",38,"head","large",2,"purple","Asteraceae","Erigeron","speciosus",NA,"Native",NA,NA,NA,"Erigeron speciosus NA"
6,25,3,"Phoebe","OHR",3,203,"L",3,"infl","small",1,"yellow","Fabaceae","Medicago","lupulina",NA,"Non-native",NA,NA,NA,"Medicago lupulina NA"
6,25,3,"Phoebe","OHR",3,203,"L",2,"stm","large",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,25,3,"Phoebe","OHR",4,386,"R",6,"flr","small",1,"white","Rosaceae","Potentilla","recta",NA,"Non-native",NA,NA,NA,"Potentilla recta NA"
6,25,3,"Phoebe","OHR",4,386,"R",29,"infl","small",1,"pink","Apocynaceae","Apocynum","androsaemifolium",NA,"Native",NA,NA,NA,"Apocynum androsaemifolium NA"
6,25,3,"Phoebe","OHR",5,429,"R",335,"infl","small",5,"pink","Apocynaceae","Apocynum","androsaemifolium",NA,"Native",NA,NA,NA,"Apocynum androsaemifolium NA"
6,25,3,"Phoebe","KWL",1,87,"L",11,"infl","medium",1,"white","Fabaceae","Melilotus","albus",NA,"Non-native",NA,NA,NA,"Melilotus albus NA"
6,25,3,"Phoebe","KWL",1,87,"L",19,"infl","small",1,"yellow","Brassicaceae","Sisymbrium","altissimum",NA,"Non-native",NA,NA,NA,"Sisymbrium altissimum NA"
6,25,3,"Phoebe","KWL",2,101,"L",1,"infl","small",1,"yellow","Brassicaceae","Sisymbrium","altissimum",NA,"Non-native",NA,NA,NA,"Sisymbrium altissimum NA"
6,25,3,"Phoebe","KWL",3,242,"L",121,"infl","medium",2,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,0,NA,"Medicago sativa NA"
6,25,3,"Phoebe","KWL",4,361,"R",56,"infl","medium",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,25,3,"Phoebe","KWL",5,467,"R",274,"infl","medium",4,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,25,3,"Phoebe","RTT",1,51,"R",17,"infl","medium",1,"yellow","Brassicaceae","Sisymbrium","loeselii",NA,"Non-native",NA,NA,NA,"Sisymbrium loeselii NA"
6,25,3,"Phoebe","RTT",1,51,"R",NA,NA,NA,2,"white","Caryophyllaceae","Gypsophila","paniculata",NA,"Non-native",NA,NA,NA,"Gypsophila paniculata NA"
6,25,3,"Phoebe","RTT",2,104,"R",44,"infl","medium",2,"yellow","Brassicaceae","Sisymbrium","loeselii",NA,"Non-native",NA,NA,NA,"Sisymbrium loeselii NA"
6,25,3,"Phoebe","RTT",2,104,"R",NA,NA,NA,26,"white","Caryophyllaceae","Gypsophila","paniculata",NA,"Non-native",NA,NA,NA,"Gypsophila paniculata NA"
6,25,3,"Phoebe","RTT",3,294,"R",1,"infl","small",1,"yellow","Brassicaceae","Sisymbrium","loeselii",NA,"Non-native",NA,NA,NA,"Sisymbrium loeselii NA"
6,25,3,"Phoebe","RTT",3,294,"R",13,"infl","medium",1,"white","Brassicaceae","Berteroa","incana",NA,"Non-native",NA,NA,NA,"Berteroa incana NA"
6,25,3,"Phoebe","RTT",4,377,"R",86,"infl","medium",3,"yellow","Brassicaceae","Sisymbrium","loeselii",NA,"Non-native",NA,NA,NA,"Sisymbrium loeselii NA"
6,25,3,"Phoebe","RTT",4,377,"R",10,"infl","medium",1,"white","Brassicaceae","Berteroa","incana",NA,"Non-native",NA,NA,NA,"Berteroa incana NA"
6,25,3,"Phoebe","RTT",4,377,"R",31,"infl","medium",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,25,3,"Phoebe","RTT",5,451,"L",81,"infl","medium",1,"white","Brassicaceae","Berteroa","incana",NA,"Non-native",NA,NA,NA,"Berteroa incana NA"
6,25,3,"Phoebe","RTT",5,451,"L",173,"infl","medium",3,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,"Just purple","Medicago sativa NA"
6,25,3,"Phoebe","KSP",1,89,"R",NA,NA,NA,6,"white","Caryophyllaceae","Gypsophila","paniculata",NA,"Non-native",NA,NA,NA,"Gypsophila paniculata NA"
6,25,3,"Phoebe","KSP",2,131,"L",NA,NA,NA,2,"white","Caryophyllaceae","Gypsophila","paniculata",NA,"Non-native",NA,NA,NA,"Gypsophila paniculata NA"
6,25,3,"Phoebe","KSP",2,131,"L",5,"infl","small",1,"white","Apocynaceae","Apocynum","cannabinum",NA,"Native",NA,NA,NA,"Apocynum cannabinum NA"
6,25,3,"Phoebe","KSP",2,131,"L",10,"infl","medium",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,25,3,"Phoebe","KSP",3,225,"R",NA,NA,NA,2,"white","Caryophyllaceae","Gypsophila","paniculata",NA,"Non-native",NA,NA,NA,"Gypsophila paniculata NA"
6,25,3,"Phoebe","KSP",4,334,"R",NA,NA,NA,4,"white","Caryophyllaceae","Gypsophila","paniculata",NA,"Non-native",NA,NA,NA,"Gypsophila paniculata NA"
6,25,3,"Phoebe","KSP",5,424,"L",NA,NA,NA,1,"white","Caryophyllaceae","Gypsophila","paniculata",NA,"Non-native",NA,NA,NA,"Gypsophila paniculata NA"
6,26,3,"Phoebe","MMF",1,53,"L",11,"infl","medium",1,"white","Rubiaceae","Galium","boreale",NA,"Native",NA,NA,NA,"Galium boreale NA"
6,26,3,"Phoebe","MMF",2,198,"R",1,"infl","medium",1,"white","Rubiaceae","Galium","boreale",NA,"Native",NA,NA,NA,"Galium boreale NA"
6,26,3,"Phoebe","MMF",2,198,"R",4,"stm","medium",1,"white","Asteraceae","Antennaria","rosea",NA,"Native",NA,NA,NA,"Antennaria rosea NA"
6,26,3,"Phoebe","MMF",2,198,"R",2,"stm","large",1,"white","Asteraceae","Antennaria","anaphaloides",NA,"Native",NA,NA,NA,"Antennaria anaphaloides NA"
6,26,3,"Phoebe","MMF",2,198,"R",13,"infl","small",1,"purple","Fabaceae","Astragalus","miser",NA,"Native",NA,NA,"Update freyas Anicia nectaring if not Astragalus miser","Astragalus miser NA"
6,26,3,"Phoebe","MMF",2,198,"R",1,"infl","medium",1,"purple","Plantaginaceae","Penstemon","procerus",NA,"Native",NA,NA,NA,"Penstemon procerus NA"
6,26,3,"Phoebe","MMF",3,253,"L",1,"stm","medium",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,26,3,"Phoebe","MMF",4,343,"R",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
6,26,3,"Phoebe","MMF",5,449,"L",11,"infl","small",1,"purple","Fabaceae","Astragalus","miser",NA,"Native",NA,NA,NA,"Astragalus miser NA"
6,26,3,"Phoebe","MMF",5,449,"L",2,"infl","medium",1,"orange","Orobanchaceae","Castilleja","https://www.inaturalist.org/observations/386147077",NA,"Native",NA,NA,"All species native","Castilleja https://www.inaturalist.org/observations/386147077 NA"
6,26,3,"Phoebe","KPP",1,8,"L",81,"infl","small",1,"purple, green","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,26,3,"Phoebe","KPP",2,110,"L",1,"stm","large",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,26,3,"Phoebe","KPP",3,203,"L",41,"infl","medium",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,26,3,"Phoebe","KPP",4,336,"R",29,"infl","small",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,26,3,"Phoebe","KPP",5,468,"R",44,"infl","medium",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,26,3,"Phoebe","PSL",1,78,"R",1,"flr","large",1,"purple","Liliaceae","Calochortus","macrocarpus",NA,"Native",NA,NA,NA,"Calochortus macrocarpus NA"
6,26,3,"Phoebe","PSL",1,78,"R",5,"head","small",1,"yellow, purple","Asteraceae","Erigeron","filifolius",NA,"Native",NA,NA,NA,"Erigeron filifolius NA"
6,26,3,"Phoebe","PSL",2,140,"L",53,"infl","medium",1,"purple","Fabaceae","Medicago","sativa",NA,"Non-native",NA,NA,NA,"Medicago sativa NA"
6,26,3,"Phoebe","PSL",3,278,"R",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
6,26,3,"Phoebe","PSL",4,343,"R",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
6,26,3,"Phoebe","PSL",5,483,"R",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
6,26,3,"Phoebe","FLT",1,46,"L",10,"infl","medium",1,"white","Fabaceae","Trifolium","repens",NA,"Non-native","Y",NA,NA,"Trifolium repens NA"
6,26,3,"Phoebe","FLT",2,153,"L",4,"infl","medium",1,"white","Fabaceae","Trifolium","repens",NA,"Non-native","Y",NA,NA,"Trifolium repens NA"
6,26,3,"Phoebe","FLT",2,153,"L",2,"infl","medium",1,"purple","Fabaceae","Lupinus","arcticus",NA,"Native",NA,NA,NA,"Lupinus arcticus NA"
6,26,3,"Phoebe","FLT",2,153,"L",1,"flr","small",1,"pink","Onagraceae","Epilobium","ciliatum",NA,"Native","Y",NA,NA,"Epilobium ciliatum NA"
6,26,3,"Phoebe","FLT",3,285,"L",64,"flr","small",1,"purple","Plantaginaceae","Veronica","https://www.inaturalist.org/observations/386689659",NA,NA,NA,NA,NA,"Veronica https://www.inaturalist.org/observations/386689659 NA"
6,26,3,"Phoebe","FLT",3,285,"L",4,"flr","medium",1,"yellow","Phrymaceae","Erythranthe","moschata",NA,"Native",NA,NA,NA,"Erythranthe moschata NA"
6,26,3,"Phoebe","FLT",4,358,"L",10,"flr","small",1,"purple","Plantaginaceae","Veronica","americana",NA,"Native",NA,NA,NA,"Veronica americana NA"
6,26,3,"Phoebe","FLT",4,358,"L",5,"flr","medium",1,"yellow","Phrymaceae","Erythranthe","moschata",NA,"Native",NA,NA,NA,"Erythranthe moschata NA"
6,26,3,"Phoebe","FLT",4,358,"L",3,"flr","small",1,"white","Polemoniaceae","Microsteris","gracilis",NA,"Native",NA,NA,NA,"Microsteris gracilis NA"
6,26,3,"Phoebe","FLT",5,446,"R",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
6,27,3,"Phoebe","ABR",1,86,"R",2,"stm","large",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,27,3,"Phoebe","ABR",1,86,"R",3,"head","large",1,"yellow, red","Asteraceae","Gaillardia","aristata",NA,"Native",NA,NA,NA,"Gaillardia aristata NA"
6,27,3,"Phoebe","ABR",2,161,"R",14,"head","small",1,"yellow, pink","Asteraceae","Erigeron","https://www.inaturalist.org/observations/386927609",NA,"Native",NA,NA,"All Erigeron species except E. annuus are native. This one is not E. annuus","Erigeron https://www.inaturalist.org/observations/386927609 NA"
6,27,3,"Phoebe","ABR",2,161,"R",3,"infl","medium",1,"purple","Fabaceae","Lupinus","sericeus",NA,"Native",NA,NA,"Update nectaring boise duval with species","Lupinus sericeus NA"
6,27,3,"Phoebe","ABR",2,161,"R",10,"flr","small",1,"yellow","Rosaceae","Potentilla","argentea",NA,"Non-native",NA,NA,NA,"Potentilla argentea NA"
6,27,3,"Phoebe","ABR",2,161,"R",10,"infl","small",1,"yellow","Fabaceae","Medicago","lupulina",NA,"Non-native",NA,NA,NA,"Medicago lupulina NA"
6,27,3,"Phoebe","ABR",3,244,"R",3,"infl","medium",1,"yellow","Brassicaceae","Sisymbrium","altissimum",NA,"Non-native",NA,NA,NA,"Sisymbrium altissimum NA"
6,27,3,"Phoebe","ABR",3,244,"R",1,"head","large",1,"yellow","Asteraceae","Tragopogon","dubius",NA,"Non-native",NA,NA,NA,"Tragopogon dubius NA"
6,27,3,"Phoebe","ABR",4,323,"R",2,"stm","large",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,27,3,"Phoebe","ABR",4,323,"R",2,"infl","small",1,"yellow","Brassicaceae","Sisymbrium","altissimum",NA,"Non-native",NA,NA,NA,"Sisymbrium altissimum NA"
6,27,3,"Phoebe","ABR",4,323,"R",1,"head","medium",1,"yellow","Asteraceae","Tragopogon","dubius",NA,"Non-native",NA,NA,NA,"Tragopogon dubius NA"
6,27,3,"Phoebe","ABR",5,432,"R",1,"stm","large",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
6,27,3,"Phoebe","ABR",5,432,"R",1,"flr","small",1,"white","Rosaceae","Potentilla","recta",NA,"Non-native",NA,NA,NA,"Potentilla recta NA"
6,27,3,"Phoebe","PBM",1,36,"L",2,"flr","medium",1,NA,"Caryophyllaceae","Silene","latifolia",NA,"Non-native","Y",NA,NA,"Silene latifolia NA"
6,27,3,"Phoebe","PBM",1,36,"L",15,"infl","medium",1,"pink","Fabaceae","Trifolium","hybridum",NA,"Non-native",NA,NA,NA,"Trifolium hybridum NA"
6,27,3,"Phoebe","PBM",2,163,"L",14,"infl","small",1,"purple","Polemoniaceae","Microsteris","gracilis",NA,"Native",NA,NA,NA,"Microsteris gracilis NA"
6,27,3,"Phoebe","PBM",2,163,"L",9,"infl","small",1,"pink","Polemoniaceae","Collomia","linearis",NA,"Native",NA,NA,NA,"Collomia linearis NA"
6,27,3,"Phoebe","PBM",2,163,"L",4,"flr","medium",1,"orange","Polemoniaceae","Collomia","grandiflora",NA,"Native",NA,NA,NA,"Collomia grandiflora NA"
6,27,3,"Phoebe","PBM",3,218,"L",4,"infl","small",1,"purple","Polemoniaceae","Microsteris","gracilis",NA,"Native",NA,NA,NA,"Microsteris gracilis NA"
6,27,3,"Phoebe","PBM",3,218,"L",39,"flr","medium",1,"orange","Polemoniaceae","Collomia","grandiflora",NA,"Native",NA,NA,NA,"Collomia grandiflora NA"
6,27,3,"Phoebe","PBM",3,218,"L",1,"stm","small",1,"yellow","Asteraceae","Matricaria","discoidea",NA,"Non-native","N",NA,NA,"Matricaria discoidea NA"
6,27,3,"Phoebe","PBM",4,361,"L",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
6,27,3,"Phoebe","PBM",5,433,"R",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
7,6,4,"Phoebe","ABR",1,97,"R",2,"stm","large",1,"white","Asteraceae","Achillea","millefolium",NA,"Non-native","Y",NA,NA,"Achillea millefolium NA"
7,6,4,"Phoebe","ABR",2,137,"R",5,"head","small",1,"yellow, white","Asteraceae","Erigeron","divergens",NA,"Native",NA,NA,NA,"Erigeron divergens NA"
7,6,4,"Phoebe","ABR",3,240,"R",6,"infl","small",1,"yellow","Brassicaceae","Sisymbrium","altissimum",NA,"Non-native",NA,NA,NA,"Sisymbrium altissimum NA"
7,6,4,"Phoebe","ABR",3,240,"R",9,"flr","medium",1,"yellow","Rosaceae","Potentilla","recta",NA,"Non-native",NA,NA,NA,"Potentilla recta NA"
7,6,4,"Phoebe","ABR",3,240,"R",3,"infl","small",1,"white","Boraginaceae","Buglossoides","arvensis",NA,"Non-native",NA,NA,NA,"Buglossoides arvensis NA"
7,6,4,"Phoebe","ABR",4,326,"R",29,"infl","small",1,"yellow","Brassicaceae","Sisymbrium","altissimum",NA,"Non-native",NA,NA,NA,"Sisymbrium altissimum NA"
7,6,4,"Phoebe","ABR",5,456,"R",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
7,6,4,"Phoebe","MGT",1,95,"L",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
7,6,4,"Phoebe","MGT",2,165,"R",1,"flr","small",1,"purple","Polemoniaceae","Polemonium","pulcherrimum",NA,"Native",NA,NA,NA,"Polemonium pulcherrimum NA"
7,6,4,"Phoebe","MGT",3,244,"L",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
7,6,4,"Phoebe","MGT",4,372,"R",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"NA NA NA"
7,6,4,"Phoebe","MGT",5,420,"R",1,"flr","large",2,"yellow","Liliaceae","Lilium","columbianum",NA,"Native",NA,NA,NA,"Lilium columbianum NA"
7,6,4,"Phoebe","GBH",1,68,"L",79,"infl","medium",1,"pink","Fabaceae","Trifolium","hybridum",NA,"Non-native",NA,NA,NA,"Trifolium hybridum NA"
7,6,4,"Phoebe","GBH",1,68,"L",17,"infl","small",1,"yellow","Fabaceae","Medicago","lupulina",NA,"Non-native",NA,NA,NA,"Medicago lupulina NA"
7,6,4,"Phoebe","GBH",2,170,"R",3,"infl","small",1,"pink","Fabaceae","Trifolium","hybridum",NA,"Non-native",NA,NA,NA,"Trifolium hybridum NA"
7,6,4,"Phoebe","GBH",2,170,"R",5,"infl","small",1,"yellow","Fabaceae","Medicago","lupulina",NA,"Non-native",NA,NA,NA,"Medicago lupulina NA"
7,6,4,"Phoebe","GBH",2,170,"R",15,"stm","large",6,"yellow","Asteraceae","Tanacetum","vulgare",NA,"Non-native",NA,NA,NA,"Tanacetum vulgare NA"
7,6,4,"Phoebe","GBH",2,170,"R",54,"flr","medium",2,"purple","Asteraceae","Cichorium","intybus",NA,"Non-native",NA,NA,NA,"Cichorium intybus NA"
7,6,4,"Phoebe","GBH",2,170,"R",7,"infl","large",1,"white","Apiaceae","Daucus","carota",NA,"Non-native","Y",NA,NA,"Daucus carota NA"
7,6,4,"Phoebe","GBH",2,170,"R",6,"infl","small",1,"white","Fabaceae","Melilotus","albus",NA,"Non-native",NA,NA,NA,"Melilotus albus NA"
7,6,4,"Phoebe","GBH",3,245,"R",32,"infl","medium",1,"pink","Fabaceae","Trifolium","hybridum",NA,"Non-native",NA,NA,NA,"Trifolium hybridum NA"
7,6,4,"Phoebe","GBH",3,245,"R",1,"stm","medium",1,"yellow","Asteraceae","Tanacetum","vulgare",NA,"Non-native",NA,NA,NA,"Tanacetum vulgare NA"
7,6,4,"Phoebe","GBH",3,245,"R",1,"infl","medium",1,"white","Apiaceae","Daucus","carota",NA,"Non-native","Y",NA,NA,"Daucus carota NA"
7,6,4,"Phoebe","GBH",3,245,"R",25,"infl","medium",1,"pink","Fabaceae","Trifolium","pratense",NA,"Non-native","Y",NA,NA,"Trifolium pratense NA"
7,6,4,"Phoebe","GBH",4,396,"L",2,"infl","medium",1,"pink","Fabaceae","Trifolium","hybridum",NA,"Non-native",NA,NA,NA,"Trifolium hybridum NA"
7,6,4,"Phoebe","GBH",4,396,"L",9,"stm","large",2,"yellow","Asteraceae","Tanacetum","vulgare",NA,"Non-native",NA,NA,NA,"Tanacetum vulgare NA"
7,6,4,"Phoebe","GBH",5,456,"L",14,"infl","medium",1,"white","Fabaceae","Trifolium","repens",NA,"Non-native","Y",NA,NA,"Trifolium repens NA"
7,6,4,"Phoebe","GBH",5,456,"L",3,"infl","medium",1,"pink","Fabaceae","Trifolium","pratense",NA,"Non-native","Y",NA,NA,"Trifolium pratense NA"
7,6,4,"Phoebe","CCM",1,20,"L",43,"stm","medium",1,"yellow","Asteraceae","Matricaria","discoidea",NA,"Non-native","N",NA,"Mowed since previous visit","Matricaria discoidea NA"
7,6,4,"Phoebe","CCM",2,192,"R",18,"infl","medium",1,"purple","Fabaceae","Vicia","cracca",NA,"Non-native","Y",NA,"Mowed since previous visit","Vicia cracca NA"
7,6,4,"Phoebe","CCM",3,209,"L",8,"stm","large",4,"yellow","Asteraceae","Jacobaea","vulgaris",NA,"Non-native","Y",NA,"Mowed since previous visit","Jacobaea vulgaris NA"
7,6,4,"Phoebe","CCM",4,388,"R",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,"Mowed since previous visit","NA NA NA"
7,6,4,"Phoebe","CCM",5,402,"L",1,"stm","large",2,"yellow, white","Asteraceae","Erigeron","annuus",NA,"Non-native",NA,NA,"Mowed since previous visit","Erigeron annuus NA"
7,6,4,"Phoebe","CCM",5,402,"L",1,"stm","medium",1,"purple","Asteraceae","Cirsium","vulgare",NA,"Non-native","Y",NA,"Mowed since previous visit","Cirsium vulgare NA"
